Id,Price
3103,237588.75850895996
3420,144154.41435401267
12262,236244.2339496319
5032,135422.61174679498
8949,334178.64442007843
15567,238816.03305802777
16389,160791.91646063596
7809,88194.09304024046
8990,165760.6774532316
16089,277718.51920505665
12743,97996.73758342011
5132,120276.72902749512
1619,279544.9136379023
2428,88280.60610957703
16741,155728.63522657703
13193,221218.92931124032
12588,525668.3698916538
5067,174348.38448177144
14685,125971.22607625107
2292,173357.24249011054
5746,118113.76068666439
12578,156486.6934650523
14834,186293.9892327863
2147,171762.80053799544
8222,128407.02040189208
10419,261619.1361252881
11492,211996.1776695673
3006,215969.96237924215
8761,193096.43400374922
15371,322051.9333181488
16367,155687.50633754532
6317,278945.3166524876
10878,281832.37925162434
3895,155179.94118782892
8041,218993.61753159127
13428,474137.9772447819
14669,152892.05947672698
1006,181458.06622258452
12271,179653.73468962812
3764,438435.5684392521
7675,184233.42452666082
11709,286076.63230086584
8629,144980.80924832026
1105,273636.51060361473
6096,180660.49271011908
11727,215805.96762262148
5157,151075.19271814442
3679,149237.91372415036
1755,139357.08100204455
7391,187755.07342377945
7425,99219.11688579418
6882,376422.03682852053
10752,323471.2492156149
7472,211724.6432687183
14320,97582.27799195396
9596,165846.54948071786
5317,216274.00461713452
7378,88247.08835104971
16154,183651.75933679153
3464,206869.42627929273
4197,234927.09815615747
9477,118381.79452890974
12705,193179.9375361309
16426,207702.12046471174
1481,67593.49340735364
9946,258008.58334257378
12025,226828.88160828652
5341,219715.71962304268
9923,271282.7630228965
7953,224213.34344195414
11066,257874.36733426512
5037,171225.87219450646
2509,188645.56996453344
4937,328951.31915045576
12089,384670.08371970156
4964,176074.4853355976
16500,272977.88297625753
4625,147530.3463274171
2363,434464.4184034422
8148,192155.96970418855
3804,189067.21699551854
4584,152705.9003301764
10694,106187.55931810143
2691,176885.61839227914
2983,225941.6470936142
13563,348944.29147915496
10747,215197.1529567122
1721,196208.36650345873
2789,263631.7608805499
7214,261231.92464401564
8659,219937.8825805306
5107,316400.9788744999
3843,240285.8507592549
14610,409402.3364877073
15505,167867.69338635993
5060,269221.6152572381
16055,241505.26207288346
14963,208295.5007276039
4118,142497.21395087405
1672,194524.0628167984
3209,181207.54746927117
16515,150400.32725874256
973,172521.08676750027
12529,181831.8148707547
5896,118459.45195348363
5450,310864.2757947758
3249,178306.07141129643
8911,183219.62316633406
5898,215842.0758590986
1024,177036.841212068
4766,219232.1622993635
15804,173552.1286269542
14303,208230.47407448394
10707,188394.77889267917
6605,208310.849587406
1138,412001.91766537895
14088,432269.9149397734
9154,183698.85050094983
8190,200359.38452149212
398,282298.92537696566
13302,251000.6504105287
9696,147654.70759610995
16786,126186.25087379476
16230,193344.61797330767
6552,185242.52110886545
923,226151.32232495927
9602,321498.88779407577
5857,274031.41253859224
8120,170740.7903709526
7134,184923.27784236587
11726,179058.27930814802
8069,117269.05441075003
12420,171454.17677389347
8604,195781.45384015865
4854,283574.471423214
12212,191117.7420953902
12099,382929.6450258165
3882,402142.2480214076
6995,390319.7936012751
10172,215226.6873026758
11672,348109.5310141721
12897,295725.43689376087
16097,182169.27883791615
6779,297628.12638699485
11199,188742.57707300317
10816,409992.7793161038
143,410680.79398589494
5399,250684.0552108457
3286,158898.50433181168
13706,209789.24314711842
1935,400414.2992176793
16000,160893.43871834473
2860,206948.59127625122
11407,223731.07668414575
16378,278083.467589027
12278,179832.58229010823
3842,189432.91505163707
2692,332242.64050276915
7699,187376.50076319932
6825,286846.3284146868
7268,443884.7632655035
1477,379834.5323545311
9887,174921.64859187475
9436,179855.5699595208
3179,233158.53204990763
1350,478761.2692604046
10643,182334.75985687654
5793,245316.40520986618
11494,402364.8924751934
4206,189732.7752254889
12419,245180.8528857133
8530,225813.74654427991
5985,176553.24848019902
8908,192686.3403463558
256,122454.92822944518
7234,171263.73219634968
5648,217810.98176362496
3014,215948.55115109682
2184,189616.05758092168
9189,255957.36577723085
14884,185904.22279723978
10333,170834.07684210912
15896,137269.91614592265
13269,142492.5469230575
8603,227072.82618603308
15087,175738.8923221614
4344,190104.4668567884
7981,69399.42253050415
10908,239820.44771926163
6190,160182.05408904274
11742,215228.60551515996
9224,142900.61850199298
14667,220607.33194230852
458,192237.69982834425
2464,349253.7935256915
12320,240918.85794559677
278,193977.70632769418
2912,241647.50684544854
6698,216017.26118915292
4510,124279.07546808678
4183,184222.5828371101
5551,221094.2125453465
12187,171394.08022140223
7948,224280.274430397
10808,190436.07030857948
12432,174302.913123174
5356,178586.7926791216
8984,488678.85967213777
9203,184433.2372555807
15412,84054.98539508012
12041,135857.88111008515
7644,289193.2193735948
7071,196137.1540278593
10685,175205.79481271133
6763,251411.2570510275
940,147751.6933033156
14959,194728.86118180686
1338,153420.73444928695
5351,137058.38486954992
6524,189983.61992150807
12516,156463.99402219176
3288,254355.3909683097
3146,228478.28842198133
3954,177012.2714379081
11955,184271.36314123473
1211,226853.56072876506
15668,208728.32785106014
1320,81115.98741987515
9108,176810.0639937769
16482,227003.0999620826
5017,136578.80730880742
8290,215912.2340124268
4304,411983.8688317812
1930,198660.03913846335
12530,169583.73815354583
11295,363875.2928406655
3002,150115.58948312342
15483,166808.62546162316
11525,200178.16950262233
13978,135651.7905711689
4885,148621.4465627475
8325,171047.64912450782
3630,126322.83205359764
9165,164319.2867834885
13945,238055.4077773822
10663,189618.98605905994
14803,178861.0991078623
7621,186922.44512005366
8205,231062.3545835589
10387,205152.09192925892
5457,149979.90516435506
10234,363596.6957857856
6251,170491.16818889428
701,271061.8518823043
7930,190572.68645887353
15028,134520.53956050842
12172,70833.5596570126
5805,179135.79948995492
7411,307027.4207532236
14806,168516.78671484278
7890,165898.29053312785
10440,140915.32155280688
14926,166430.20384539504
5381,148414.51253561847
3800,369360.8882198301
10511,239406.7476296899
9324,241914.7929840072
3313,231932.56853522107
7351,149688.8309336164
8459,182061.38735690675
9957,124874.35413357198
12024,173425.1477864134
4380,226615.12654869378
5042,132266.24579562483
13289,148079.50431181892
13407,380791.38316290244
13258,154548.3453326141
15993,273490.7765536055
12525,182038.12846487665
4062,229333.91497706395
12065,169992.64933750496
8227,175413.1524126191
11333,167865.366449001
2867,139909.15846202342
3319,257879.48107773083
3523,261873.14527357704
7055,206110.51819427707
14930,180558.82402003944
3444,132934.5073567402
2940,328762.5049725991
6935,364666.8772680719
16116,402094.9962150788
13370,236320.55117663927
6103,220729.24044240496
7446,195266.19683385902
1859,176898.6927643744
4079,176382.50901680344
3228,179329.99607000838
9665,164153.61457335387
15957,425659.6245720873
11533,167284.94762212687
2314,124962.470551168
4096,237654.9163186555
13437,174127.44116594232
5980,209614.09528742463
2008,172362.1090554316
6754,191442.06588732277
4129,158451.9359966213
14557,290441.76790980465
7096,311665.72647159366
14297,261784.87319849143
3967,235995.35663065378
16485,108907.03488360664
13075,330829.5463668777
14289,188317.03999390252
10988,165989.82644938913
3230,150862.44425460103
13250,172374.2979039324
2559,190286.96011588664
7739,370893.4074578414
7213,166274.7115685509
6639,192917.87159869142
3164,303634.70397346566
15207,160809.91701667567
5113,191809.6071596687
3929,147398.6867401434
14493,248361.43757215652
11110,187908.41511012884
2033,202215.6395566859
16057,212702.189697915
16709,239108.01082103327
14313,156924.6216769399
1028,272073.96101964125
7187,105817.46844873246
3738,338091.9785504469
9869,324399.43454869656
12644,184249.2201666986
3686,126397.15555066474
9196,253640.07750170576
12326,194059.64634528698
4936,201558.1984680016
13314,167512.2523172095
9857,307186.51495099603
519,192907.7552168587
8410,173364.6730229203
1720,180965.45183385734
10341,223681.47475664155
14415,183283.18292239454
10613,283029.12199008156
8027,221734.2352358132
15539,269256.0734836253
7431,269677.67096512456
1370,137015.17096457572
12708,150419.82850664965
2250,216278.7969734034
14758,144532.04813048715
8525,352617.18398242316
1538,277518.00302223436
1142,147361.47666047575
1152,250361.9008470972
9802,185161.8142292641
3331,325273.6067871479
15203,183708.5100744037
4247,183343.80700374875
1976,418984.8726514975
2346,177233.61009521707
10078,237181.61085026947
1938,201219.5254419257
7819,204240.6373384387
2168,246536.79985251013
15634,246189.0292193461
8465,239060.97523943486
9313,159336.47264728314
6539,128602.01588805515
6325,103857.97328399043
13442,273134.08782040066
9967,195137.06639494596
7893,253368.29566962217
2861,196915.17593437398
11031,319364.36873685813
15073,126408.38267223944
13837,162518.84890904493
2524,238053.85030873585
8617,227692.54848654114
13513,190570.71975786096
3081,307260.71801992273
10675,344305.9490324494
1907,88182.67834721765
4872,244039.8644600165
16274,386436.04991988366
11837,235033.42799495548
16577,232835.30971867047
5231,308482.359383641
11315,184277.20582910374
273,204984.45092815737
8363,228299.37994472
4255,216878.7960954511
16330,236409.16267697365
11528,173986.14758858143
14799,294260.074436038
1611,265445.45342899155
9234,181163.42047977904
1633,107671.53006418727
6791,219309.8202410892
11567,356789.9245001284
3070,237371.3438659945
12094,233418.0390992761
14335,315663.78644038556
137,170015.50909208402
7182,160910.0373740892
11718,182586.20940671477
5194,99010.9125546482
97,362212.8959498746
5118,430679.51420768705
13920,297155.27385652316
9952,190159.3984707501
15337,203057.50603153926
10243,217530.86368650108
4048,406343.2352137909
171,167735.05034215705
11378,167018.75543634858
14190,176007.90765355964
15265,138166.82942284015
2740,145769.9612817227
5573,278961.10212233075
4481,229608.05279501865
2631,147780.73965145915
4984,244288.1199515957
16466,182013.46341059607
16716,126894.85798956094
15325,181775.46307488967
10115,177964.7351317408
117,497036.73957442393
5476,101837.69701838428
11757,180590.7489726724
12359,121850.33251532755
15546,190350.21220318397
8133,159910.59358706308
9018,342329.0723744104
2075,169431.69414473255
11170,303939.6932868527
15733,211101.58447638163
9280,147551.39855087834
10734,311465.2212992924
14071,163239.2640119894
7373,208113.6382325273
14736,172674.82476229355
3458,122618.33500228073
6183,167545.82176894328
7825,234406.92524549045
16775,175708.9793478227
5717,182136.87924045906
12397,147446.96656000876
8189,504031.9938537467
4423,214743.7317363492
3994,128028.31058819892
10342,183638.97165657402
10051,176847.77958928957
9453,145002.9694680048
12593,504748.3158685677
1274,84907.80338074535
6933,296452.6150212259
1761,149599.01758118486
7157,326804.0404091359
15169,149936.4659679285
6792,367182.5418263176
13830,172532.5331153931
7240,179815.27198619745
3051,240777.79742046446
6550,115040.16917459836
4603,191124.43667210505
5729,164822.12832702958
13473,319623.74540151795
15104,151910.12253116773
6599,437150.007755381
2216,262984.40173700074
8721,299418.34617784823
3645,196088.32085989416
8664,215275.0216572377
11001,193385.89584801203
753,162739.62401640217
8129,228963.18897483533
15235,184125.10843441627
3359,217472.2812301562
10424,218657.45594916918
10226,227797.57717655358
9252,198959.38830122646
3008,248988.64519289893
5849,181496.98572305776
8494,177182.8114779589
6764,261858.85802755668
12445,319652.38434373715
11716,183163.98399939167
4508,116009.5555582572
5669,201272.0304684161
11427,115224.5742966878
11065,190995.58989216338
8910,218045.0779691513
16401,99166.78012185809
11913,155188.26459016613
6221,217678.48309985624
10839,222269.5138929613
2809,221970.2694143399
13311,169542.57744599823
6866,188055.5393503206
6019,172509.16292882254
3024,173072.51060996487
1391,225075.8410071418
15904,217856.57911942631
15858,293648.84972237283
9911,242187.17121184448
16579,202231.92126272313
4394,279724.0624780427
1468,464460.0884558024
12965,153926.1154236434
2249,190091.59577894653
14384,150366.35884072963
13040,122917.9166265329
8872,140159.84874542814
12864,233973.65056026456
15712,179264.31308296765
14049,166022.9823972204
1840,106001.3021936105
12019,172350.8732473089
8948,164753.27148503246
15154,197435.0687870824
6943,146605.10579107862
12564,384479.21249344654
12766,157447.31215279672
7255,239064.61553431058
7962,153302.9333110899
709,138782.33085844017
4634,139329.70958062646
889,238932.0129437143
4774,134330.13869851746
13890,165218.07181005352
15431,137623.0699319029
8726,339630.20037185715
10373,142215.86280362232
6413,190638.84226850886
9761,137102.6611806602
15864,162783.92650302104
6147,145673.7724020146
3384,225918.59607049712
320,280174.73414443416
8006,178656.04524247858
14395,180323.70669752767
14976,103268.79028227027
12185,233501.0305515711
4779,139860.14700210746
8551,146059.62892350843
9025,266073.0367623875
10616,232039.20953160577
7475,101417.5388037719
6341,319363.8699983631
14163,146784.79802574686
2211,183966.8946046438
10532,282336.21919260646
14338,138396.0229821296
831,176885.44109057862
3382,169021.19387793957
9209,313907.7484181859
7188,242700.91873166285
7197,232449.83616656894
11270,169198.88579361353
15918,90772.93372157158
6937,394017.828357265
6178,184990.6815609049
10668,107575.72494367501
1413,259992.6236089717
6884,309521.67640528514
8266,203643.26504116209
14019,185445.47243222306
16764,146030.72044686726
15306,179360.6466864438
3740,211981.3489896897
5298,191779.1305871011
8319,174687.97626872442
4229,180266.4378990448
13429,185399.42655610677
1753,454453.2257445607
860,239955.2707667984
14219,155423.64089271723
12113,202889.1286435778
11309,125034.4443920513
9930,214416.80054722648
10570,206935.43740428812
2839,165188.27674248585
6699,124471.39465448931
16647,116543.14915280405
5325,243319.17283710197
13733,130034.49437573148
7818,335641.37903892563
12505,227095.07294490325
9489,199838.15772940006
10106,193306.54357587604
7864,219110.97319655758
5134,278536.02784216835
11859,148713.79366909197
7440,376198.51347031794
1525,303056.6903092253
7339,187510.6786829612
8,333065.00605082436
3248,116246.12292888759
8995,252376.53945024856
15178,69990.14954080757
8594,162832.85123790446
15770,234542.72773103107
15859,342186.78969757765
1735,319517.21993892564
11410,493937.42511007446
16397,165709.59871480105
3572,148212.1832256739
5501,107735.35439226827
969,187327.75112841275
6977,416849.102116029
1233,177859.47924706087
4258,148045.0523624477
90,440789.5212412114
16650,186094.4622400225
197,106262.62891046263
12514,247672.28514903306
4367,189789.58759679447
3199,181582.38729555547
5600,188962.41011883903
11641,148504.56414594373
14609,117346.9763428935
12775,167019.71132046691
14240,168881.7397963908
7933,198309.05574599802
6945,356629.1902353114
14006,202823.54638091417
6320,272209.75503979286
12061,193997.06133575915
16369,224307.05427281928
16354,321490.1578164907
3970,332466.6696058314
1048,202385.5080513765
3639,210905.31974027358
14448,241417.68886822238
2812,419292.6746037076
3932,157087.62442549635
14875,342686.1338256865
8883,118540.19734484567
7622,289874.4293779965
7252,127713.29346505585
9751,174230.53291239537
2378,212518.93803508303
6816,242323.11609735197
15358,192344.99193437007
7843,142436.47187116227
10448,392833.2370225724
7840,286081.79292813037
8880,235123.82678984568
12551,325216.07716363063
15470,193012.69568977863
16207,196341.18582421436
12123,128286.00226409569
15247,354046.2610794753
7481,197604.38375517132
16171,353004.5369756861
7461,309137.94106647425
902,220768.87044775725
13094,160649.2033751388
11584,246689.0554451116
4462,208567.19174993187
15576,148058.44040742147
16606,256119.2400986467
5427,307940.50594336865
7725,156556.12902247463
5409,179238.87709811993
12579,128001.7585960038
12013,241593.14886062554
11321,200803.67343985254
9932,139462.07828307716
591,153765.7934798529
10357,203334.25952195784
3336,231113.7286681377
13,187578.23372814403
4809,231264.89742327988
7555,184766.74652304524
15172,377476.5063059686
6989,158289.71795217882
4707,181906.61148713532
2046,242317.04739981022
6495,102667.17996296327
3873,182024.1922762886
7061,193670.88696030836
12112,235202.5912383119
8917,351613.0083094271
7735,188397.86581021146
16442,213138.69811305506
4244,164671.08136285326
3747,256261.88969222258
11086,176232.7300989203
10080,197555.64941710967
15057,267300.7491350691
1331,193228.8244994236
8891,160990.62465081888
13411,233632.1893129864
16730,215445.32085803445
2267,191708.10582092346
3022,193900.50197196583
11190,218749.34451276477
11857,186828.21538259185
9318,192783.87663049006
16512,174268.44102505664
2053,217256.34126040188
13707,128919.36067630179
12143,150517.44083974167
14080,161669.8623486651
6130,178036.34555667124
7936,83696.15088718083
10101,176328.77908332768
5663,190711.64260947
14811,124027.5657416614
1366,192722.6138860239
908,209192.81445868296
2953,126126.59732577165
14629,139297.36166298128
15096,415090.6817043862
2115,186624.33781104282
11770,159958.93607185353
12701,180191.32223691646
14584,123513.13007026658
1893,395752.37937842007
9501,451482.7598042482
2138,138644.14563367036
9346,216152.06839645316
15960,355970.1773844495
8230,150780.31296378112
13843,212532.03269948383
13810,217929.99901619277
15650,177240.2060271837
9974,145766.2580808542
12200,211752.0943296155
538,201363.37299917522
5334,191089.8856710524
14823,121243.54704171821
4817,169945.97051952343
9041,188418.956649029
4359,279957.4347477874
4852,219808.98810299888
10141,147158.71834860707
1503,221498.26532252142
16256,406163.54058954795
683,105781.62769370597
14382,201500.31633452274
7248,194882.9546534154
1200,170050.6626218766
3563,174032.1238899186
3681,405450.23642761767
3053,259348.6326711328
4099,206585.28848423314
807,113333.25518566482
4658,313446.51625744737
3535,176359.47799705865
12548,152197.2471369186
10488,195369.15600184503
5851,168568.10264055687
13736,195904.55584234028
875,172000.6204612029
14449,157530.8981765371
3958,362528.4498126614
10727,179857.87266558025
11296,136244.3582876527
13646,240942.96298875794
9599,208369.94955073443
7135,301204.66179301037
5943,318796.58630133583
2695,284212.2367648411
6766,225451.77025143564
5630,187640.84755003554
13586,210649.60253693894
3507,411051.44482340605
10014,139765.90621127066
459,277249.8836291667
3582,281357.76982100005
8560,270037.87438472477
3372,177781.34401013152
13109,246913.4782656665
8160,234318.448193286
10706,230931.1592672358
9104,317626.4495835948
2870,207030.9902120467
13712,130189.69703387574
13924,136435.39911311434
798,288351.19175618415
9750,420328.2295055805
16248,393209.68700246915
3170,174404.17179724932
12700,234310.70300883695
10601,136803.24813266986
514,191179.6621298521
4010,315567.65058804053
8124,148434.81693972702
10800,171752.5470357356
13628,190147.17200841743
11637,146732.63766563433
781,177974.14232849143
16156,167454.33054026624
12618,250370.10034751976
9766,176795.78806974497
15987,258590.44564759455
11051,313265.3482767794
7673,208282.5145398589
1245,387014.16581413156
2443,153345.38062066256
7413,81894.88460750527
310,146952.07963954276
10921,238497.35770634323
8709,96511.66714900937
12404,341542.38436656183
14986,226883.51436451546
10714,308857.1571807975
14286,213967.80076581147
13828,356217.45066033205
8926,459768.6993686177
12233,180845.0208421622
3913,208055.6892403286
5221,208034.6245660883
14965,87002.5759313004
862,188554.92093592937
13907,135346.48264533505
5418,185650.2266148478
2045,171942.7513674279
13321,188611.31006838896
2762,254659.32492716913
13888,185095.6746119584
14962,137559.28182763598
13305,368729.0687385823
8487,267082.5877832242
7146,166390.2036903558
1134,191932.80869458886
15092,342706.5580259142
13760,230717.4699034723
11958,445901.2210044259
3177,176124.81772846036
11350,226854.89776421722
1524,112513.57421924712
5527,256773.25059446823
2872,199160.82598555725
8602,363126.3586181548
3067,322886.9617039958
10435,216944.8425640562
11222,213295.01066194611
8700,168394.25539379317
10961,228527.78882089604
14305,207152.01644274424
8362,287250.6218129397
4979,162330.30913199903
7180,349693.23238117417
5763,107605.50618649006
2192,206022.18830448433
13581,192440.93248698625
10720,145060.5266087627
1358,231684.15966564376
13366,292822.7435890086
13539,401777.43984414707
12849,201286.62783421873
6794,179823.29012659178
525,439997.03623087914
12223,375146.4129372268
16271,116763.93056726558
5818,130162.74906287814
16588,285500.9437489432
8981,122536.07261823096
16476,122547.56447989566
14663,187636.98919172425
3,146511.52558531903
6615,137465.4421519464
12215,287002.8323886069
304,257006.26711038567
13634,244808.7449988366
9208,173648.26977331826
2175,168682.2301404998
250,210258.01343338116
6045,199767.5000406272
10516,157945.10632583676
1852,484014.84576023044
1573,199901.52121049713
15079,164242.31873591078
5500,177202.58500894107
15775,154454.25566825998
3198,164974.10471754943
6718,207079.82975215316
4149,173960.14083818317
9627,240663.06668088466
7595,312079.13225009607
4538,198713.75747130436
3555,222334.06324306817
10483,363991.5743901685
8834,180960.21928868073
16412,183771.62315485656
6449,167858.24808605338
2767,183463.16331513936
11498,182088.63795617773
16472,144309.03587125655
178,319982.6285132812
10948,190842.88526599837
13313,301991.0055736957
8065,150690.78727553046
102,151868.31474029037
14428,137854.9678112775
11973,125540.30149633781
6663,177645.42450407305
15989,125525.1191788244
10955,444083.3632725185
11772,147629.1696276937
11364,250186.63169932773
7082,178031.45505970984
7749,466050.50708148
6428,136001.08448832214
6869,106333.89803897198
295,173490.26802562008
12266,249055.72067732931
11129,194333.18395301877
826,418469.1063057378
3262,219563.54737647632
15641,305984.2227045919
1662,492138.325769045
10926,224825.74754995244
10232,242572.2876853617
6376,195806.70036531653
7817,193466.72797972127
354,204492.16869271285
10076,200688.81069231342
11379,331622.7708264779
10184,131558.118943175
4696,365220.71379415237
13562,458689.9987925353
5436,182277.8711457024
13196,104708.87868568687
14939,326153.1383407426
14004,199207.7602757062
5916,184708.25292606076
7229,182824.20810860104
9143,161558.30505268593
3440,189377.6524346291
319,172482.60882964171
11683,232547.0107772973
12647,255165.28115194468
12788,144390.8314640822
13662,238998.06742120712
423,274066.0850178754
5222,199084.22631531057
9242,183176.3403024202
2641,176636.1643551979
4855,138986.75208138788
5360,190652.78245031278
9799,180448.78049381368
5526,241935.0627750299
10309,168994.840418897
2144,373718.7576158095
7191,202593.87487691513
6732,160667.4312329502
14789,151643.37112665924
13525,166043.41460856036
4066,301301.99741326587
16422,198634.4027506163
14890,190888.88546127145
2922,237589.2471651358
3601,117654.66024592028
13416,119742.540586042
14363,178162.50955819408
9496,278489.0082504714
7115,330833.86338451377
8615,154916.64849696617
5218,74530.4962449937
9493,202076.13295866826
10623,189890.55236960007
2272,131278.6177157478
3352,308209.23492366134
84,177366.9098227103
8086,123328.86963678538
2595,209599.60476879758
3531,148921.67100804855
7460,302780.47897879453
9214,278891.1435939384
2790,226445.1305052151
10548,225629.50343647614
9218,172354.32362796404
7435,186757.17120546292
15780,190585.33822245093
7640,215385.49185528664
6223,178971.37658995512
3425,111445.5291330778
10582,149933.71329747004
702,244555.10063620406
2111,179114.86346629506
11730,197144.49994765132
9865,259856.2262071846
16478,327263.0736641468
1885,220416.67084209019
3956,369909.28080921277
16735,108435.08776897944
15264,213975.34419517475
15971,169506.22370619004
5584,194355.1382154544
15242,173853.36617412447
14358,181525.89288832943
11300,200120.85687127893
5446,180828.6551658475
3934,178775.99104084552
6610,176661.02026053608
10164,270207.8321633796
4646,192091.74302519375
13304,199855.7771888444
1985,207470.1161529833
4746,141687.67426087105
7963,212449.5043911275
14083,288783.80760602636
13140,266149.30781385663
15023,263259.5741177959
13093,235811.18698953692
7160,193029.8505293976
7407,184770.88067006305
16056,186279.7299225462
751,508028.1408580711
6179,86758.06322853654
9137,298268.5399271798
10992,287064.2197007639
5744,487822.1838630401
10884,155130.31254967026
12858,275025.42879447824
13005,283831.9971546284
16714,186873.6533146273
1419,246130.67025647525
6064,204814.9500905023
3771,205027.85283933152
5945,434747.9184521817
8453,64717.992316404256
3806,156930.9340032568
16748,272198.9374890905
11380,232619.2028534494
3107,194560.54768400823
12003,202903.40002352576
14567,225814.10140997448
1079,198700.96687833
11705,164568.93163921844
7814,185874.25436183144
10174,165275.6349472516
5514,238649.6877269798
5265,248777.06938958904
10520,342880.5493908625
13195,213879.32451236865
14601,386321.6300472932
6012,195469.37413987878
13079,163458.06258753347
9009,138051.9704518421
3122,182958.29028207093
5470,235941.6359803179
4840,162273.37687179918
6270,271234.79442096234
9158,101494.13527755452
10120,146846.11413080108
10672,287257.8855927586
4573,141478.14332954347
12118,305479.3103621536
7447,127006.58058489041
2171,202678.36629416366
6126,313910.25014949415
2836,172333.56412118848
1457,250439.09549219185
11165,236122.4280882865
5923,200379.58903326895
1813,208964.0794308831
3492,234534.7078045575
1917,362701.0442332942
965,432879.9382429567
15795,149923.22329770078
821,218380.46681485255
4568,191713.2254277892
9078,230411.7483398594
11371,120108.2101033996
5149,205240.86884893925
281,204310.73235616088
1918,249142.23330412712
776,126891.53716094239
210,218451.81604102917
10782,176163.71993593688
9653,190754.62115860955
9372,163263.1707644022
5868,183999.176643605
6176,138584.72046848244
3969,125554.46126939444
7427,139648.5037968533
8544,512227.2963498022
5219,224190.07350115562
16488,135535.0831509187
5855,242863.03369158186
15920,118937.86874608356
4393,410685.6735410933
5770,178333.36463484738
2900,146215.62790521662
8622,86882.68451979704
11610,271464.4713507028
10969,116433.76560106872
11029,134610.53535477613
6193,307416.0181534585
14087,464907.22397988016
13623,176201.98413122472
16689,176131.58908750612
1027,217345.7129548535
949,148645.19150346352
672,101295.2411244956
13832,133520.4157977053
2471,201533.33688687338
8728,313848.98098827334
7742,216515.12959683163
2698,231695.39196909263
9084,169080.08612618968
6075,279206.2159275618
2874,173152.19568292407
13119,130184.54391908905
5010,217787.92623053398
1284,177346.88100976977
1151,165689.86496992136
5110,343851.91984737583
11386,140236.25475482366
8019,226549.93891691227
2859,126493.32760670381
16110,174594.5641955281
16027,285045.79062369827
14902,186647.28271842725
14301,206542.63913509477
2451,216714.3898657047
13596,133517.2084148971
1464,139911.13170844998
7927,444243.8000666617
9638,213284.8466336478
8009,276222.6279627007
11903,155532.20878510884
9243,113845.13804581258
547,194323.47546568597
5511,116880.71060020426
11247,181390.46293077088
15928,374755.76472666534
3434,198688.09404559684
7614,111621.0105862376
1380,206444.57478541925
2770,137623.67679666157
111,180923.92709620896
5994,130436.76966526605
12341,209807.76282067905
2787,254543.48671981058
14410,307484.55712151184
15983,128734.7186983582
14876,200303.34506341035
653,136320.0589587638
2174,248345.23088029097
2575,342337.2857109278
7976,167958.67864047945
5812,318785.53233690665
13589,330514.94391542126
9122,131048.82887645857
8159,488881.477420359
8754,287226.38994470943
9321,246217.10462172504
13535,183094.01065112342
2083,170863.6334375458
2689,364320.6298253806
2248,257262.6662614668
11649,161505.66324504206
11045,386854.9128193566
1276,93908.26305275186
5962,140765.7595257871
13012,165011.13055407786
4642,180528.92188851026
179,168440.75580282937
